   % Range crossline_e_amp crossline_e_phs inline_B_amp inline_B_phs  vertical_B_amp vertical_B_phs 
      11000.0000  0.28081283e-16  -92.07 0.44425406e-13   44.81 0.16204867e-17  -19.18
      11250.0000  0.26249350e-16  -92.07 0.41527686e-13   44.81 0.12408608e-17   -6.32
      11500.0000  0.24573638e-16  -92.07 0.38876349e-13   44.81 0.95348694e-18    5.98
      11750.0000  0.23037760e-16  -92.07 0.36445906e-13   44.80 0.73524874e-18   17.75
      12000.0000  0.21627365e-16  -92.06 0.34213913e-13   44.80 0.56905996e-18   29.00
      12250.0000  0.20329852e-16  -92.06 0.32160573e-13   44.79 0.44219178e-18   39.76
      12500.0000  0.19134121e-16  -92.06 0.30268385e-13   44.79 0.34510216e-18   50.07
      12750.0000  0.18030365e-16  -92.06 0.28521852e-13   44.79 0.27060452e-18   59.97
      13000.0000  0.17009898e-16  -92.06 0.26907223e-13   44.78 0.21326897e-18   69.50
      13250.0000  0.16065002e-16  -92.06 0.25412269e-13   44.78 0.16898516e-18   78.72
      13500.0000  0.15188808e-16  -92.06 0.24026098e-13   44.77 0.13463917e-18   87.68
      13750.0000  0.14375181e-16  -92.06 0.22738983e-13   44.77 0.10787205e-18   96.43
      14000.0000  0.13618635e-16  -92.05 0.21542226e-13   44.77 0.86897788e-19  105.05
      14250.0000  0.12914251e-16  -92.05 0.20428027e-13   44.76 0.70365064e-19  113.56
      14500.0000  0.12257611e-16  -92.05 0.19389383e-13   44.76 0.57251822e-19  122.03
      14750.0000  0.11644738e-16  -92.05 0.18419994e-13   44.76 0.46784731e-19  130.48
      15000.0000  0.11072047e-16  -92.05 0.17514177e-13   44.76 0.38377780e-19  138.94
   % Range crossline_B_amp crossline_B_phs inline_e_amp inline_e_phs  vertical_e_amp vertical_e_phs 
          0.0000  0.36319650e-12 -179.45 0.17537254e-07    0.32 0.17330800e-06    0.55
        250.0000  0.39438339e-12 -174.34 0.68745128e-10  178.59 0.60397505e-09 -179.21
        500.0000  0.58468955e-13 -164.86 0.98322031e-10 -167.00 0.54467998e-10 -176.04
        750.0000  0.16897317e-13 -153.05 0.30958472e-10 -155.24 0.12560654e-10 -169.53
       1000.0000  0.63414842e-14 -139.70 0.11929219e-10 -141.92 0.41945634e-11 -160.38
       1250.0000  0.27411757e-14 -125.06 0.52237911e-11 -127.30 0.16857069e-11 -149.43
       1500.0000  0.13024199e-14 -109.30 0.25025747e-11 -111.55 0.75699733e-12 -137.11
       1750.0000  0.66593693e-15  -92.62 0.12875030e-11  -94.89 0.36756977e-12 -123.57
       2000.0000  0.36188804e-15  -75.35 0.70305966e-12  -77.68 0.19000525e-12 -108.96
       2250.0000  0.20684743e-15  -57.85 0.40334896e-12  -60.24 0.10362779e-12  -93.48
       2500.0000  0.12310240e-15  -40.39 0.24069981e-12  -42.86 0.59193078e-13  -77.42
       2750.0000  0.75571624e-16  -23.13 0.14804446e-12  -25.67 0.35147266e-13  -61.04
       3000.0000  0.47481857e-16   -6.11 0.93137266e-13   -8.70 0.21530297e-13  -44.54
       3250.0000  0.30350724e-16   10.71 0.59586518e-13    8.07 0.13512147e-13  -28.05
       3500.0000  0.19651794e-16   27.36 0.38605370e-13   24.69 0.86375895e-14  -11.61
       3750.0000  0.12850248e-16   43.89 0.25255136e-13   41.20 0.55989042e-14    4.77
       4000.0000  0.84680629e-17   60.36 0.16648245e-13   57.65 0.36679285e-14   21.10
       4250.0000  0.56153859e-17   76.79 0.11042831e-13   74.07 0.24228219e-14   37.41
       4500.0000  0.37431557e-17   93.22 0.73626749e-14   90.49 0.16109465e-14   53.71
       4750.0000  0.25062146e-17  109.66 0.49305987e-14  106.92 0.10769267e-14   70.02
       5000.0000  0.16844666e-17  126.12 0.33145028e-14  123.38 0.72321337e-15   86.35
       5250.0000  0.11359870e-17  142.62 0.22356196e-14  139.88 0.48758472e-15  102.71
       5500.0000  0.76843103e-18  159.17 0.15124973e-14  156.42 0.32986352e-15  119.10
       5750.0000  0.52126423e-18  175.78 0.10261524e-14  173.03 0.22385567e-15  135.54
       6000.0000  0.35455287e-18 -167.53 0.69807276e-15 -170.28 0.15235018e-15  152.01
       6250.0000  0.24180960e-18 -150.76 0.47617110e-15 -153.50 0.10396526e-15  168.54
       6500.0000  0.16538278e-18 -133.88 0.32572875e-15 -136.63 0.71132777e-16 -174.88
       6750.0000  0.11346085e-18 -116.89 0.22350999e-15 -119.64 0.48796676e-16 -158.24
       7000.0000  0.78112205e-19  -99.78 0.15390957e-15 -102.53 0.33565250e-16 -141.54
       7250.0000  0.53994644e-19  -82.55 0.10641554e-15  -85.30 0.23155116e-16 -124.78
       7500.0000  0.37500882e-19  -65.20 0.73929099e-16  -67.96 0.16024220e-16 -107.96
       7750.0000  0.26190056e-19  -47.75 0.51646428e-16  -50.51 0.11128316e-16  -91.08
       8000.0000  0.18407824e-19  -30.23 0.36311424e-16  -33.00 0.77585901e-17  -74.16
       8250.0000  0.13031520e-19  -12.68 0.25714302e-16  -15.46 0.54329268e-17  -57.21
       8500.0000  0.92986212e-20    4.83 0.18354058e-16    2.03 0.38228289e-17  -40.26
       8750.0000  0.66909170e-20   22.23 0.13210542e-16   19.41 0.27041241e-17  -23.34
       9000.0000  0.48560873e-20   39.44 0.95901042e-17   36.59 0.19236232e-17   -6.51
       9250.0000  0.35544700e-20   56.37 0.70208272e-17   53.49 0.13765069e-17   10.20
       9500.0000  0.26228649e-20   72.93 0.51812841e-17   70.02 0.99095500e-18   26.72
       9750.0000  0.19499066e-20   89.07 0.38520709e-17   86.13 0.71768023e-18   43.00
      10000.0000  0.14593235e-20  104.73 0.28828622e-17  101.75 0.52279071e-18   58.97
      10250.0000  0.10985872e-20  119.86 0.21700783e-17  116.85 0.38291940e-18   74.59
      10500.0000  0.83124446e-21  134.44 0.16417987e-17  131.39 0.28189944e-18   89.81
      10750.0000  0.63175713e-21  148.45 0.12476104e-17  145.37 0.20849543e-18  104.57
      11000.0000  0.48203998e-21  161.89 0.95179307e-18  158.78 0.15485620e-18  118.85
      11250.0000  0.36913814e-21  174.76 0.72874819e-18  171.62 0.11546014e-18  132.62
      11500.0000  0.28366592e-21 -172.93 0.55992294e-18 -176.09 0.86396122e-19  145.85
      11750.0000  0.21875092e-21 -161.15 0.43172932e-18 -164.35 0.64872768e-19  158.53
      12000.0000  0.16931363e-21 -149.89 0.33412285e-18 -153.11 0.48882575e-19  170.65
      12250.0000  0.13156994e-21 -139.12 0.25962046e-18 -142.37 0.36971047e-19 -177.80
      12500.0000  0.10268300e-21 -128.80 0.20261280e-18 -132.08 0.28077135e-19 -166.82
      12750.0000  0.80516138e-22 -118.90 0.15887553e-18 -122.20 0.21422094e-19 -156.38
      13000.0000  0.63454790e-22 -109.36 0.12521741e-18 -112.68 0.16431437e-19 -146.47
      13250.0000  0.50276647e-22 -100.13 0.99223083e-19 -103.48 0.12679616e-19 -137.04
      13500.0000  0.40055575e-22  -91.17 0.79063149e-19  -94.53 0.98505157e-20 -128.06
      13750.0000  0.32089906e-22  -82.40 0.63352049e-19  -85.78 0.77089148e-20 -119.44
      14000.0000  0.25848304e-22  -73.78 0.51041011e-19  -77.18 0.60797333e-20 -111.13
      14250.0000  0.20928692e-22  -65.26 0.41336716e-19  -68.67 0.48327589e-20 -103.04
      14500.0000  0.17026926e-22  -56.79 0.33639280e-19  -60.20 0.38713543e-20  -95.09
      14750.0000  0.13912841e-22  -48.34 0.27494892e-19  -51.76 0.31239588e-20  -87.20
      15000.0000  0.11412001e-22  -39.87 0.22559710e-19  -43.30 0.25377245e-20  -79.32
